symbol-id,category-id,grammar,rated,tags,symbol-en,category-en,symbol-fr,category-fr
836,112,Noun,0,holiday travel,cruiser,Transport Water,croiseur,Transport par eau
837,59,Noun,0,,crunchy,Food Feeding and eating,croquant,Alimentation alimentaire et manger
838,64,Verb,0,,"crush_,_to",Food Kitchen actions,"écraser _, _ à",Nourriture actions cuisine
839,64,VerbComplex,0,cooking,"crush_garlic_,_to",Food Kitchen actions,"crush_garlic _, _ à",Nourriture actions cuisine
840,78,Noun,0,clinic health hospital medical,crutches,Healthcare Medical items,béquilles,Santé Produits médicaux
841,78,Noun,0,clinic health hospital medical,crutches_1,Healthcare Medical items,crutches_1,Santé Produits médicaux
842,73,Noun,0,food vegetable,cucumber,Food Vegetables and salads,concombre,Légumes et salades alimentaires
843,59,Noun,0,feeding,cup_non_spill,Food Feeding and eating,cup_non_spill,Alimentation alimentaire et manger
844,18,Noun,0,home house,cupboard,Building Furniture,placard,Meubles de construction
845,42,Noun,0,abstract adjective,curly,Descriptive Shape,frisé,Forme descriptive
846,90,Noun,0,,curly_hair,People Descriptive,cheveux bouclés,personnes descriptif
847,62,Noun,0,,currants,Food Fruit,groseilles,Fruit alimentaire
848,66,Noun,0,food meal,curry,Food Meals and snacks,curry,Repas des aliments et des collations
849,16,Noun,0,home house,curtains,Building Contents,rideaux,Sommaire construction
850,18,Noun,0,,cushion_2,Building Furniture,cushion_2,Meubles de construction
851,77,Noun,0,clinic health hospital medical,cut,Healthcare Medical conditions,Couper,Santé Conditions médicales
852,15,Noun,0,,cut_and_paste,Art Making,couper et coller,Making Art
853,103,Verb,0,sport,"cycle_,_to",Sport,"Cycle _, _ à",sport
854,32,Noun,0,sport,cycle_helmet,Clothes Sport,cycle_helmet,vêtements de sport
855,86,Noun,0,instrument music,cymbals_hand,Music Instrument,cymbals_hand,Instrument de musique
856,1,Noun,0,alphabet letter,D,Alphabet,ré,Alphabet
857,1,Noun,0,alphabet letter,d_-_lower_case,Alphabet,d _-_ lower_case,Alphabet
858,93,Noun,0,family relationship relatives,dad_parent,People Relationship,dad_parent,People Relationship
859,94,Noun,0,gardening plant,daffodil,Plants and Trees,jonquille,Plantes et les arbres
860,56,Noun,0,,dairy_products,Food Dairy,les produits laitiers,Dairy alimentaire
861,94,Noun,0,gardening plant,daisy,Plants and Trees,Marguerite,Plantes et les arbres
862,55,Noun,0,,danish_pastry,Food Breads and baking,une pâtisserie danoise,Et la cuisson des aliments Breads
863,80,Noun,0,games sport,darts,Leisure Games,jeu de fléchettes,Jeux loisirs
864,44,Noun,0,calendar diary season time,date,Descriptive Time,Date,Temps descriptif
865,62,Noun,0,,dates,Food Fruit,Rendez-vous,Fruit alimentaire
866,93,Noun,0,family relationship relatives,daughter,People Relationship,fille,People Relationship
867,44,Noun,0,calendar diary time,day,Descriptive Time,journée,Temps descriptif
868,43,Noun,0,,dead,Descriptive State,morte,descriptif État
869,94,Noun,0,,dead_plant,Plants and Trees,dead_plant,Plantes et les arbres
870,64,VerbComplex,0,cooking,"decorate_cake_,_to",Food Kitchen actions,"decorate_cake _, _ à",Nourriture actions cuisine
871,27,VerbComplex,0,celebration Christian,"decorate_tree_,_to",Celebration Event,"decorate_tree _, _ à",Réjouissances
872,41,Noun,0,abstract adjective position,deep,Descriptive Quantity,Profond,Quantité descriptive
873,65,Noun,0,,deep_fat_fryer,Food Kitchen items,friteuse,Cuillères de cuisine articles
874,10,Noun,0,animal wild,deer,Animal Mammal,cerf,Mammifère
875,59,Noun,0,,delicious_drink,Food Feeding and eating,delicious_drink,Alimentation alimentaire et manger
876,59,Noun,0,,delicious_food,Food Feeding and eating,nourriture délicieuse,Alimentation alimentaire et manger
877,92,Noun,0,job people profession work,delivery_person_1a,People Profession,delivery_person_1a,personnes Profession
878,92,Noun,0,job people profession work,delivery_person_1b,People Profession,delivery_person_1b,personnes Profession
879,92,Noun,0,job people profession work,delivery_person_2a,People Profession,delivery_person_2a,personnes Profession
880,92,Noun,0,job people profession work,delivery_person_2b,People Profession,delivery_person_2b,personnes Profession
881,107,Noun,0,,delivery_trolley,Tools Workshop,delivery_trolley,Outillage
882,76,Noun,0,grooming,dental_floss,Healthcare Grooming items,fil dentaire,articles Santé Toilettage
883,92,Noun,0,job people profession work,dentist_1a,People Profession,dentist_1a,personnes Profession
884,92,Noun,0,job people profession work,dentist_1b,People Profession,dentist_1b,personnes Profession
885,92,Noun,0,job people profession work,dentist_2a,People Profession,dentist_2a,personnes Profession
886,92,Noun,0,job people profession work,dentist_2b,People Profession,dentist_2b,personnes Profession
887,76,Noun,0,grooming,deodorant,Healthcare Grooming items,déodorant,articles Santé Toilettage
888,76,Noun,0,grooming,deodorant_spray,Healthcare Grooming items,spray déodorant,articles Santé Toilettage
889,91,Noun,0,emotion expression face feeling people woman,desiring_lady,People Feelings,desiring_lady,Les gens sentiments
890,91,Noun,0,emotion expression face feeling people,desiring_man,People Feelings,desiring_man,Les gens sentiments
891,18,Noun,0,home house,desk,Building Furniture,bureau,Meubles de construction
892,71,Noun,0,,dessert,Food Sweets and desserts,dessert,Bonbons alimentaires et desserts
893,66,Noun,0,,dessert_menu,Food Meals and snacks,dessert_menu,Repas des aliments et des collations
894,42,Noun,0,,diamond,Descriptive Shape,diamant,Forme descriptive
895,64,Verb,0,cooking,"dice_,_to",Food Kitchen actions,"dés _, _ à",Nourriture actions cuisine
896,115,Noun,0,class office school stationery,dictionary,Work and School Stationery,dictionnaire,Travail et de la papeterie scolaire
897,18,Noun,0,,dining_table,Building Furniture,dining_table,Meubles de construction
898,59,Noun,0,,dinner,Food Feeding and eating,dîner,Alimentation alimentaire et manger
899,59,Noun,0,celebration,dinner_2_people,Food Feeding and eating,dinner_2_people,Alimentation alimentaire et manger
900,59,Noun,0,celebration,dinner_3_people,Food Feeding and eating,dinner_3_people,Alimentation alimentaire et manger
901,66,Noun,0,,dinner_cold,Food Meals and snacks,dinner_cold,Repas des aliments et des collations
902,59,Noun,0,,dinner_hot,Food Feeding and eating,dinner_hot,Alimentation alimentaire et manger
903,92,Noun,0,job people profession work,dinner_lady_1a,People Profession,dinner_lady_1a,personnes Profession
904,92,Noun,0,job people profession work,dinner_lady_1b,People Profession,dinner_lady_1b,personnes Profession
905,44,Noun,0,calendar diary time,dinner_time,Descriptive Time,l'heure du dîner,Temps descriptif
906,44,Noun,0,calendar diary time,dinner_time_1,Descriptive Time,dinner_time_1,Temps descriptif
907,83,Noun,0,play toys,dinosaur,Leisure Toys,dinosaure,Jouets loisirs
908,64,VerbComplex,0,,"dip_food_,_to",Food Kitchen actions,"dip_food _, _ à",Nourriture actions cuisine
909,43,Noun,0,,dirty,Descriptive State,sale,descriptif État
910,65,Noun,0,cooking,dirty_dishes,Food Kitchen items,vaisselle sale,Cuillères de cuisine articles
911,35,Noun,0,communication,disabled_sign,Communication Signs,disabled_sign,Signes communication
912,22,Noun,0,communication,disabled_toilet,Building Public,disabled_toilet,bâtiment public
913,91,Noun,0,emotion expression face feeling people woman,disgusted_lady,People Feelings,disgusted_lady,Les gens sentiments
914,91,Noun,0,emotion expression face feeling people,disgusted_man,People Feelings,disgusted_man,Les gens sentiments
915,65,Noun,0,cooking kitchen,dish,Food Kitchen items,plat,Cuillères de cuisine articles
916,65,Noun,0,cooking feeding kitchen,dish_cloth,Food Kitchen items,torchon,Cuillères de cuisine articles
917,59,Noun,0,feeding,dish_partitioned,Food Feeding and eating,dish_partitioned,Alimentation alimentaire et manger
918,65,Noun,0,cooking,dishes,Food Kitchen items,vaisselle,Cuillères de cuisine articles
919,17,Noun,0,home house,dishwasher,Building Equipment and devices,Lave-vaisselle,Domestiques du bâtiment et appareils
920,16,Noun,0,home house,dishwasher_powder,Building Contents,dishwasher_powder,Sommaire construction
921,103,Verb,0,sport,"dive_2_,_to",Sport,"dive_2 _, _ à",sport
922,88,Noun,0,,divide,Number Activity,diviser,nombre d'activités
923,92,Noun,0,job people profession work,doctor_1a,People Profession,doctor_1a,personnes Profession
924,92,Noun,0,job people profession work,doctor_1b,People Profession,doctor_1b,personnes Profession
925,92,Noun,0,job people profession work,doctor_2a,People Profession,doctor_2a,personnes Profession
926,92,Noun,0,job people profession work,doctor_2b,People Profession,doctor_2b,personnes Profession
927,10,Noun,0,animal pet,dog,Animal Mammal,chien,Mammifère
928,9,Noun,0,animal,dog_basket,Animal Habitat,dog_basket,Habitat animal
929,9,Noun,0,animal,dog_bed,Animal Habitat,Lit pour chien,Habitat animal
930,2,Noun,0,animal,dog_biscuits,Animal Activity Feeding,dog_biscuits,Alimentation animale Activité
931,2,Noun,0,animal,dog_chew,Animal Activity Feeding,dog_chew,Alimentation animale Activité
932,3,Noun,0,animal,dog_coat,Animal Activity Grooming,dog_coat,Toilettage pour animaux Activité
933,2,Noun,0,animal,dog_food,Animal Activity Feeding,nourriture pour chien,Alimentation animale Activité
934,9,Noun,0,animal pet,dog_kennel,Animal Habitat,chenil chien,Habitat animal
935,59,Noun,0,feeding,doidy_cup,Food Feeding and eating,doidy_cup,Alimentation alimentaire et manger
936,83,Noun,0,play toys,doll,Leisure Toys,poupée,Jouets loisirs
937,8,Noun,0,animal mammal wild zoo,dolphin,Animal Fish and Marine mammals,dauphin,Poissons animaux et mammifères marins
938,10,Noun,0,animal mammal,donkey,Animal Mammal,âne,Mammifère
939,26,Noun,0,home house,door,Building Structure,porte,Structure de bâtiment
940,26,Noun,0,,door_2,Building Structure,door_2,Structure de bâtiment
941,18,Noun,0,,double_bed,Building Furniture,Lit double,Meubles de construction
942,55,Noun,0,cake food,doughnut,Food Breads and baking,Donut,Et la cuisson des aliments Breads
943,5,Noun,0,bird celebration Christian Easter,dove,Animal Birds,Colombe,Oiseaux animaux
944,39,Noun,0,direction position,down,Descriptive Direction,vers le bas,Direction descriptive
945,36,Noun,0,,download,Computer Icon,Télécharger,Icône d'ordinateur
946,13,Noun,0,insect,dragonfly,Animal Spiders and Insects,libellule,Araignées et les insectes des animaux
947,18,Noun,0,home house,draining_board,Building Furniture,draining_board,Meubles de construction
948,116,Noun,0,class school,drama,Work and School Subjects,drame,Sujets de travail et de l'école
949,117,Noun,0,class school,drama_class,Work and School Timetable,cours de théâtre,Les travaux et le calendrier scolaire
950,18,Noun,0,home house,drawer,Building Furniture,tiroir,Meubles de construction
951,115,Noun,0,class office school stationery,drawing_pin,Work and School Stationery,punaise,Travail et de la papeterie scolaire
952,30,Noun,0,clothes,dress,Clothes General,robe,vêtements général
953,18,Noun,0,home house,dresser,Building Furniture,la commode,Meubles de construction
954,30,Noun,0,clothes sleepwear,dressing_gown,Clothes General,dressing_gown,vêtements général
955,18,Noun,0,home house,dressing_table,Building Furniture,mettre la table,Meubles de construction
956,103,Verb,0,,"dribble_football_,_to",Sport,"dribble_football _, _ à",sport
957,107,Noun,0,DIY tools workshop,drill_bit,Tools Workshop,drill_bit,Outillage
958,107,Noun,0,DIY tools workshop,drill_electric,Tools Workshop,drill_electric,Outillage
959,48,Noun,0,,drink,Drink Type,boisson,Type de boisson
960,45,Verb,0,grooming,"drink_,_to",Drink Actions,"boire _, _ à",Actions Drink
961,47,Noun,0,,drink_cold,Drink Description,drink_cold,boisson description de
962,47,Noun,0,,drink_cold_2,Drink Description,drink_cold_2,boisson description de
963,59,Noun,0,feeding,drink_consistency_firm_spoon,Food Feeding and eating,drink_consistency_firm_spoon,Alimentation alimentaire et manger
964,59,Noun,0,feeding,drink_consistency_honey_cup,Food Feeding and eating,drink_consistency_honey_cup,Alimentation alimentaire et manger
965,59,Noun,0,feeding,drink_consistency_juice_straw,Food Feeding and eating,drink_consistency_juice_straw,Alimentation alimentaire et manger
966,47,Noun,0,,drink_hot,Drink Description,drink_hot,boisson description de
967,47,Noun,0,,drink_hot_2,Drink Description,drink_hot_2,boisson description de
968,46,Noun,0,drink,drink_large,Drink Containers and measures,drink_large,Conteneurs et mesures boire
969,46,Noun,0,drink,drink_medium,Drink Containers and measures,drink_medium,Conteneurs et mesures boire
970,46,Noun,0,drink,drink_small,Drink Containers and measures,drink_small,Conteneurs et mesures boire
971,47,Noun,0,,drinks,Drink Description,boissons,boisson description de
972,100,Noun,0,,dropper_pipette,Science,dropper_pipette,Science
973,86,Noun,0,instrument music,drum,Music Instrument,tambour,Instrument de musique
974,83,Noun,0,,drumsticks,Leisure Toys,pilons,Jouets loisirs
975,43,Noun,0,,dry,Descriptive State,sec,descriptif État
976,75,VerbComplex,0,grooming,"dry_face_,_to",Healthcare Grooming activities,"dry_face _, _ à",Santé activités Toilettage
977,75,VerbComplex,0,grooming,"dry_hair_,_to",Healthcare Grooming activities,"dry_hair _, _ à",Santé activités Toilettage
978,75,VerbComplex,0,grooming,"dry_hair_2_,_to",Healthcare Grooming activities,"dry_hair_2 _, _ à",Santé activités Toilettage
979,75,VerbComplex,0,grooming,"dry_hands_,_to",Healthcare Grooming activities,"dry_hands _, _ à",Santé activités Toilettage
980,75,VerbComplex,0,electric grooming,"dry_hands_2_,_to",Healthcare Grooming activities,"dry_hands_2 _, _ à",Santé activités Toilettage
981,5,Noun,0,animal bird pet wild,duck,Animal Birds,canard,Oiseaux animaux
982,110,Noun,0,transport travel vehicle,dumper_truck,Transport Road,dumper_truck,Transport routier
983,20,Verb,0,action,"dust_,_to",Building Household tasks,"poussière _, _ à",tâches de construction ménagers
984,51,Noun,0,electric,DVD_player,Electrical Media,Lecteur de DVD,médias électrique
985,51,Noun,0,electric,DVD_player_portable,Electrical Media,DVD_player_portable,médias électrique
986,59,Noun,0,feeding,dysphagia_cup,Food Feeding and eating,dysphagia_cup,Alimentation alimentaire et manger
987,59,Noun,0,feeding,dysphagia_cup_2,Food Feeding and eating,dysphagia_cup_2,Alimentation alimentaire et manger
988,59,Noun,0,feeding,dysphagia_cup_3,Food Feeding and eating,dysphagia_cup_3,Alimentation alimentaire et manger
989,1,Noun,0,alphabet letter,E,Alphabet,E,Alphabet
990,1,Noun,0,alphabet letter,e_-_lower_case,Alphabet,e _-_ lower_case,Alphabet
991,74,Noun,0,body,ear,Healthcare Body parts,oreille,Les parties du corps Santé
992,30,Noun,0,clothes,ear_muffs,Clothes General,cache-oreilles,vêtements général
993,31,Noun,0,clothes jewellery,earrings,Clothes Jewellery,des boucles d'oreilles,vêtements Bijoux
994,101,Noun,0,astronomy planets,Earth,Science Astronomy,Terre,science Astronomie
995,100,Noun,0,,Earth_crust,Science,Croûte terrestre,Science
996,100,Noun,0,,Earth_inner_core,Science,Earth_inner_core,Science
997,100,Noun,0,,Earth_mantle,Science,Earth_mantle,Science
998,100,Noun,0,,Earth_outer_core,Science,Earth_outer_core,Science
999,101,Noun,0,astronomy planets,Earths_atmosphere,Science Astronomy,L'atmosphère terrestre,science Astronomie
1000,11,Noun,0,insect,earthworm,Animal Other Invertebrates,ver de terre,Animal Autre Invertébrés
1001,13,Noun,0,insect,earwig,Animal Spiders and Insects,perce-oreille,Araignées et les insectes des animaux
1002,39,Noun,0,direction position,east,Descriptive Direction,est,Direction descriptive
1003,28,Noun,0,celebration Christian Easter food,Easter_egg,Celebration Item,Œuf de Pâques,célébration article
1004,27,Noun,0,celebration Christian Easter,Easter_egg_hunt,Celebration Event,Chasse aux oeufs de Pâques,Réjouissances
1005,58,Noun,0,diary food,egg,Food Eggs,Oeuf,oeufs nourriture
1006,58,Noun,0,diary food meal,egg_boiled,Food Eggs,egg_boiled,oeufs nourriture
1007,65,Noun,0,cooking feeding kitchen,egg_cup,Food Kitchen items,coquetier,Cuillères de cuisine articles
1008,58,Noun,0,diary food meal,egg_fried,Food Eggs,egg_fried,oeufs nourriture
1009,58,Noun,0,diary food meal,egg_on_toast,Food Eggs,egg_on_toast,oeufs nourriture
1010,58,Noun,0,,egg_white,Food Eggs,blanc d'oeuf,oeufs nourriture
1011,58,Noun,0,,egg_yolk,Food Eggs,jaune d'œuf,oeufs nourriture
1012,58,Noun,0,diary food,eggs,Food Eggs,des œufs,oeufs nourriture
1013,58,Noun,0,diary food meal,eggs_scrambled,Food Eggs,eggs_scrambled,oeufs nourriture
1014,87,Noun,0,,eight,Number,huit,Nombre
1015,87,Noun,0,,eight_dots,Number,eight_dots,Nombre
1016,87,Noun,0,,eighteen,Number,dix-huit,Nombre
1017,41,Noun,0,amount fraction,eighth,Descriptive Quantity,huitième,Quantité descriptive
1018,87,Noun,0,,eighty,Number,quatre-vingts,Nombre
1019,41,Noun,0,abstract direction position,either,Descriptive Quantity,Soit,Quantité descriptive
1020,74,Noun,0,,elbow,Healthcare Body parts,coude,Les parties du corps Santé
1021,49,Noun,0,,elearning,Electrical Computer,elearning,électrique informatique
1022,10,Noun,0,animal mammal wild zoo,elephant,Animal Mammal,l'éléphant,Mammifère
1023,87,Noun,0,,eleven,Number,Onze,Nombre
1024,28,Noun,0,celebration,elf,Celebration Item,elfe,célébration article
1025,49,Noun,0,,emagazine,Electrical Computer,emagazine,électrique informatique
1026,36,Noun,0,,email,Computer Icon,email,Icône d'ordinateur
1027,36,Noun,0,,email_attachment,Computer Icon,pièce jointe,Icône d'ordinateur
1028,36,VerbComplex,0,,"email_send_,_to",Computer Icon,"email_send _, _ à",Icône d'ordinateur
1029,76,Noun,0,grooming,emery_board,Healthcare Grooming items,emery_board,articles Santé Toilettage
1030,41,Noun,0,abstract adjective,empty,Descriptive Quantity,vide,Quantité descriptive
1031,50,Noun,0,,energy_monitor,Electrical General,energy_monitor,électrique général
1032,110,Noun,0,transport travel vehicle,engine,Transport Road,moteur,Transport routier
1033,116,Noun,0,class school,english,Work and School Subjects,Anglais,Sujets de travail et de l'école
1034,117,Noun,0,class school,english_class,Work and School Timetable,cours d'anglais,Les travaux et le calendrier scolaire
1035,41,Noun,0,abstract adjective,enough,Descriptive Quantity,assez,Quantité descriptive
1036,39,Verb,0,,"enter_,_to",Descriptive Direction,"entrer _, _ à",Direction descriptive
1037,89,VerbComplex,0,,"enter_door_,_to",People Actions,"enter_door _, _ à",personnes Actions
1038,115,Noun,0,class office school stationery,envelope,Work and School Stationery,enveloppe,Travail et de la papeterie scolaire
1039,26,Noun,0,home house,escalator,Building Structure,escalier mécanique,Structure de bâtiment
1040,42,Noun,0,abstract adjective,even,Descriptive Shape,même,Forme descriptive
1041,41,Noun,0,amount,every,Descriptive Quantity,chaque,Quantité descriptive
1042,91,Noun,0,emotion expression face feeling people woman,excited_lady,People Feelings,excited_lady,Les gens sentiments
1043,91,Noun,0,emotion expression face feeling people,excited_man,People Feelings,excited_man,Les gens sentiments
1044,103,Verb,0,class school,"exercise_,_to",Sport,"exercice _, _ à",sport
1045,39,Verb,0,,"exit_,_to",Descriptive Direction,"sortie _, _ à",Direction descriptive
1046,89,VerbComplex,0,,"exit_door_,_to",People Actions,"exit_door _, _ à",personnes Actions
1047,50,Noun,0,,extension_lead,Electrical General,extension_lead,électrique général
1048,41,Noun,0,abstract adjective,extra,Descriptive Quantity,supplémentaire,Quantité descriptive
1049,41,Noun,0,abstract adjective,extra_2,Descriptive Quantity,extra_2,Quantité descriptive
1050,41,Noun,0,abstract adjective,extra_large,Descriptive Quantity,extra large,Quantité descriptive
1051,74,Noun,0,,eye,Healthcare Body parts,œil,Les parties du corps Santé
1052,78,Noun,0,clinic health hospital medical,eye_drops,Healthcare Medical items,eye_drops,Santé Produits médicaux
1053,76,Noun,0,grooming,eye_shadow,Healthcare Grooming items,le fard à paupières,articles Santé Toilettage
1054,74,Noun,0,,eyebrow,Healthcare Body parts,sourcil,Les parties du corps Santé
1055,74,Noun,0,,eyebrow_bushy,Healthcare Body parts,eyebrow_bushy,Les parties du corps Santé
1056,76,Noun,0,grooming,eyebrow_pencil,Healthcare Grooming items,eyebrow_pencil,articles Santé Toilettage
1057,74,Noun,0,,eyelash,Healthcare Body parts,cil,Les parties du corps Santé
1058,76,Noun,0,grooming,eyelash_curler,Healthcare Grooming items,recourbe-cils,articles Santé Toilettage
1059,74,Noun,0,,eyes,Healthcare Body parts,yeux,Les parties du corps Santé
1060,74,Noun,0,,eyes_blue,Healthcare Body parts,eyes_blue,Les parties du corps Santé
1061,74,Noun,0,,eyes_brown,Healthcare Body parts,yeux marrons,Les parties du corps Santé
1062,90,Noun,0,,eyes_closed,People Descriptive,yeux fermés,personnes descriptif
1063,74,Noun,0,,eyes_green,Healthcare Body parts,yeux verts,Les parties du corps Santé
1064,1,Noun,0,alphabet letter,F,Alphabet,F,Alphabet
1065,1,Noun,0,alphabet letter,f_-_lower_case,Alphabet,f _-_ lower_case,Alphabet
1066,100,Noun,0,,fabric,Science,en tissu,Science
1067,91,Noun,0,grooming,face_neutral_3,People Feelings,face_neutral_3,Les gens sentiments
1068,28,Noun,0,celebration,fairy,Celebration Item,Fée,célébration article
1069,93,Noun,0,celebration,family,People Relationship,famille,People Relationship
1070,93,Noun,0,family relationship relatives,family_2,People Relationship,family_2,People Relationship
1071,43,Noun,0,,fancy,Descriptive State,fantaisie,descriptif État
1072,7,Noun,0,animal,fangs,Animal Features,crocs,Caractéristiques des animaux
1073,92,Noun,0,job people profession work,farmer_1a,People Profession,farmer_1a,personnes Profession
1074,92,Noun,0,job people profession work,farmer_1b,People Profession,farmer_1b,personnes Profession
1075,92,Noun,0,job people profession work,farmer_2a,People Profession,farmer_2a,personnes Profession
1076,92,Noun,0,job people profession work,farmer_2b,People Profession,farmer_2b,personnes Profession
1077,41,Noun,0,,fast_2,Descriptive Quantity,fast_2,Quantité descriptive
1078,90,Noun,0,features people size,fat,People Descriptive,graisse,personnes descriptif
1079,28,Noun,0,celebration Christian,Father_Christmas,Celebration Item,Père Noël,célébration article
1080,28,Noun,0,celebration Christian,Father_Christmas_sack,Celebration Item,Father_Christmas_sack,célébration article
1081,57,Noun,0,,fats,Food Diet,graisses,régime alimentaire
1082,57,Noun,0,,fats_high,Food Diet,fats_high,régime alimentaire
1083,57,Noun,0,,fats_low,Food Diet,fats_low,régime alimentaire
1084,41,Noun,0,abstract adjective position,favourite,Descriptive Quantity,préféré,Quantité descriptive
1085,50,Noun,0,,fax_machine,Electrical General,fax_machine,électrique général
1086,7,Noun,0,animal bird,feather,Animal Features,plume,Caractéristiques des animaux
1087,74,Noun,0,,features_facial,Healthcare Body parts,features_facial,Les parties du corps Santé
1088,2,VerbComplex,0,action,"feed_cat_,_to",Animal Activity Feeding,"feed_cat _, _ à",Alimentation animale Activité
1089,2,VerbComplex,0,action,"feed_dog_,_to",Animal Activity Feeding,"feed_dog _, _ à",Alimentation animale Activité
1090,74,Noun,0,body,feet,Healthcare Body parts,pieds,Les parties du corps Santé
1091,115,Noun,0,class office school stationery,felt_tips,Work and School Stationery,felt_tips,Travail et de la papeterie scolaire
1092,74,Noun,1,,female_body,Healthcare Body parts,female_body,Les parties du corps Santé
1093,91,Noun,0,,female_side,People Feelings,female_side,Les gens sentiments
1094,73,Noun,0,,fennel,Food Vegetables and salads,fenouil,Légumes et salades alimentaires
1095,10,Noun,0,animal pet,ferret,Animal Mammal,furet,Mammifère
1096,112,Noun,0,transport travel,ferry,Transport Water,traversier,Transport par eau
1097,83,Noun,0,communication,fibre_optic_lamp,Leisure Toys,fibre_optic_lamp,Jouets loisirs
1098,19,Noun,0,animal,field,Building Garden and farm,champ,Jardin Construction et ferme
1099,87,Noun,0,,fifteen,Number,quinze,Nombre
1100,87,Noun,0,,fifty,Number,cinquante,Nombre
1101,41,Noun,0,amount percent,fifty_percent,Descriptive Quantity,cinquante pourcent,Quantité descriptive
1102,62,Noun,0,,fig,Food Fruit,figure,Fruit alimentaire
1103,107,Noun,0,DIY tools workshop,file,Tools Workshop,fichier,Outillage
1104,75,VerbComplex,0,grooming,"file_nails_,_to",Healthcare Grooming activities,"file_nails _, _ à",Santé activités Toilettage
1105,18,Noun,0,,filing_cabinet,Building Furniture,filing_cabinet,Meubles de construction
1106,100,Noun,0,,filter_paper,Science,papier filtre,Science
1107,7,Noun,0,animal,fin,Animal Features,ailette,Caractéristiques des animaux
1108,74,Noun,0,body,finger,Healthcare Body parts,doigt,Les parties du corps Santé
1109,15,Noun,0,,finger_painting,Art Making,peinturer avec les doigts,Making Art
1110,83,Noun,0,play toys,finger_puppet,Leisure Toys,finger_puppet,Jouets loisirs
1111,74,Noun,0,body,fingernail,Healthcare Body parts,ongle de main,Les parties du corps Santé
1112,74,Noun,0,,fingernails,Healthcare Body parts,ongles,Les parties du corps Santé
1113,74,Noun,0,,fingers,Healthcare Body parts,des doigts,Les parties du corps Santé
1114,39,Noun,0,abstract adjective position,finish,Descriptive Direction,terminer,Direction descriptive
1115,94,Noun,0,gardening plant,fir_tree,Plants and Trees,sapin,Plantes et les arbres
1116,43,Noun,0,abstract,fire,Descriptive State,Feu,descriptif État
1117,110,Noun,0,transport travel vehicle,fire_engine,Transport Road,camion de pompier,Transport routier
1118,30,Noun,0,equipment uniform,fire_helmet,Clothes General,fire_helmet,vêtements général
1119,107,Noun,0,equipment,fire_hose,Tools Workshop,fire_hose,Outillage
1120,26,Noun,0,home house,fireplace,Building Structure,cheminée,Structure de bâtiment
1121,28,Noun,0,celebration,fireworks,Celebration Item,feux d'artifice,célébration article
1122,28,Noun,0,celebration,fireworks_2,Celebration Item,fireworks_2,célébration article
1123,40,Noun,0,direction position,first,Descriptive Position,premier,Position descriptive
1124,40,Noun,0,,first_2,Descriptive Position,first_2,Position descriptive
1125,78,Noun,0,clinic health hospital medical,first_aid_box,Healthcare Medical items,boîte de premiers secours,Santé Produits médicaux
1126,104,Noun,0,,first_base,Sport Accessories,première base,Sport Accessoires
1127,8,Noun,0,food,fish,Animal Fish and Marine mammals,poisson,Poissons animaux et mammifères marins
1128,103,Verb,0,sport,"fish_,_to",Sport,"poissons _, _ à",sport
1129,66,Noun,0,,fish_and_chips,Food Meals and snacks,poisson et frites,Repas des aliments et des collations
1130,66,Noun,0,food meal,fish_battered,Food Meals and snacks,fish_battered,Repas des aliments et des collations
1131,66,Noun,0,food meal,fish_burger,Food Meals and snacks,fish_burger,Repas des aliments et des collations
1132,66,Noun,0,,fish_deep_fried,Food Meals and snacks,fish_deep_fried,Repas des aliments et des collations
1133,2,Noun,0,animal,fish_food,Animal Activity Feeding,la nourriture pour poissons,Alimentation animale Activité
1134,8,Noun,0,animal pet,fish_koi_carp,Animal Fish and Marine mammals,fish_koi_carp,Poissons animaux et mammifères marins
1135,9,Noun,0,animal,fish_tank,Animal Habitat,aquarium,Habitat animal
1136,8,Noun,0,animal pet,fish_tropical,Animal Fish and Marine mammals,fish_tropical,Poissons animaux et mammifères marins
1137,74,Noun,0,body,fist,Healthcare Body parts,poing,Les parties du corps Santé
1138,87,Noun,0,,five,Number,cinq,Nombre
1139,87,Noun,0,,five_dots,Number,five_dots,Nombre
1140,37,Noun,0,flag,flag_Aboriginal_Peoples,Country Flags,flag_Aboriginal_Peoples,Drapeaux des pays
1141,37,Noun,0,flag,flag_Abu_Dhabi_-_UAE,Country Flags,flag_Abu_Dhabi _-_ Emirats Arabes Unis,Drapeaux des pays
1142,37,Noun,0,,flag_Afghanistan,Country Flags,flag_Afghanistan,Drapeaux des pays
1143,37,Noun,0,,flag_African_Union,Country Flags,flag_African_Union,Drapeaux des pays
1144,37,Noun,0,flag,flag_Ajman_Dubia_-_UAE,Country Flags,flag_Ajman_Dubia _-_ Emirats Arabes Unis,Drapeaux des pays
1145,37,Noun,0,flag,flag_Aland_Islands_-_Finland,Country Flags,flag_Aland_Islands _-_ Finlande,Drapeaux des pays
1146,37,Noun,0,flag,flag_Alaska,Country Flags,flag_Alaska,Drapeaux des pays
1147,37,Noun,0,,flag_Albania,Country Flags,flag_Albania,Drapeaux des pays
1148,37,Noun,0,,flag_Alderney,Country Flags,flag_Alderney,Drapeaux des pays
1149,37,Noun,0,flag,flag_Algeria,Country Flags,flag_Algeria,Drapeaux des pays
