symbol-id,symbol,grammar,category-id,category,rated,tags
780,country_The_Azores,Noun,38,Cartes géographiques,0,
781,country_The_Bahamas,Noun,38,Cartes géographiques,0,country
782,country_The_Czech_Republic,Noun,38,Cartes géographiques,0,country
783,country_The_Faroe_Islands,Noun,38,Cartes géographiques,0,
784,country_The_Gambia,Noun,38,Cartes géographiques,0,country
785,country_The_Netherlands,Noun,38,Cartes géographiques,0,country
786,country_The_Sudan,Noun,38,Cartes géographiques,0,country
787,country_Togo,Noun,38,Cartes géographiques,0,country
788,country_Trinidad_and_Tobago,Noun,38,Cartes géographiques,0,country
789,country_Tunisia,Noun,38,Cartes géographiques,0,country
790,country_Turkey,Noun,38,Cartes géographiques,0,country
791,country_Ukraine,Noun,38,Cartes géographiques,0,country
792,country_United_Arab_Emirates,Noun,38,Cartes géographiques,0,
793,country_United_Kingdom,Noun,38,Cartes géographiques,0,country
794,country_United_States,Noun,38,Cartes géographiques,0,country
795,country_Uzbekistan,Noun,38,Cartes géographiques,0,country
796,country_Vanuatu,Noun,38,Cartes géographiques,0,
797,country_Venezuela,Noun,38,Cartes géographiques,0,country
798,country_Viet_Nam,Noun,38,Cartes géographiques,0,country
799,country_Wakes_Island,Noun,38,Cartes géographiques,0,
800,country_Wales,Noun,38,Cartes géographiques,0,
801,country_Western_Sahara,Noun,38,Cartes géographiques,0,country
802,country_Yemen,Noun,38,Cartes géographiques,0,country
803,country_Zambia,Noun,38,Cartes géographiques,0,
804,courgette,Noun,73,Légumes et salades alimentaires,0,food vegetable
805,"cover_food _, _ à",VerbComplex,64,Nourriture actions cuisine,0,cooking
806,vache,Noun,10,Mammifère,0,animal farm mammal
807,étable,Noun,9,Habitat animal,0,animal
808,Crabe,Noun,6,Animaux Crustacés et Mollusques,0,animal wild
809,biscuit salé,Noun,28,célébration article,0,celebration Christian
810,table de bricolage,Noun,15,Making Art,0,
811,canneberges,Noun,62,Fruit alimentaire,0,
812,jus de cranberry,Noun,48,Type de boisson,0,
813,grue,Noun,107,Outillage,0,
814,crane_fly,Noun,13,Araignées et les insectes des animaux,0,insect
815,crayon,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
816,crème,Noun,56,Dairy alimentaire,0,diary food
817,cream_2,Noun,56,Dairy alimentaire,0,
818,cream_ointment,Noun,76,articles Santé Toilettage,0,clinic health hospital medical
819,crème fraiche,Noun,56,Dairy alimentaire,0,
820,criquet,Noun,103,sport,0,games sport
821,cricket_2,Noun,13,Araignées et les insectes des animaux,0,animal insect
822,cricket_ball,Noun,104,Sport Accessoires,0,
823,cricket_bowler,Noun,103,sport,0,
824,crisp_bread,Noun,66,Repas des aliments et des collations,0,
825,chips,Noun,66,Repas des aliments et des collations,0,food snack
826,crisps_cheese_puffs,Noun,66,Repas des aliments et des collations,0,
827,crocodile,Noun,12,Reptiles et Amphibiens animaux,0,animal reptile wild zoo
828,crocodile_2,Noun,12,Reptiles et Amphibiens animaux,0,animal reptile wild zoo
829,croissant,Noun,55,Et la cuisson des aliments Breads,0,
830,courbé,Noun,42,Forme descriptive,0,abstract adjective
831,traverser,Noun,98,religion générale,0,celebration Christian Easter
832,cross_palm,Noun,98,religion générale,0,celebration Christian Easter
833,couronne,Noun,30,vêtements général,0,clothes hat
834,couronne d'épines,Noun,98,religion générale,0,celebration Christian Easter
835,Crucifixion,Noun,97,festival de la religion,0,celebration Christian Easter
836,croiseur,Noun,112,Transport par eau,0,holiday travel
837,croquant,Noun,59,Alimentation alimentaire et manger,0,
838,"écraser _, _ à",Verb,64,Nourriture actions cuisine,0,
839,"crush_garlic _, _ à",VerbComplex,64,Nourriture actions cuisine,0,cooking
840,béquilles,Noun,78,Santé Produits médicaux,0,clinic health hospital medical
841,crutches_1,Noun,78,Santé Produits médicaux,0,clinic health hospital medical
842,concombre,Noun,73,Légumes et salades alimentaires,0,food vegetable
843,cup_non_spill,Noun,59,Alimentation alimentaire et manger,0,feeding
844,placard,Noun,18,Meubles de construction,0,home house
845,frisé,Noun,42,Forme descriptive,0,abstract adjective
846,cheveux bouclés,Noun,90,personnes descriptif,0,
847,groseilles,Noun,62,Fruit alimentaire,0,
848,curry,Noun,66,Repas des aliments et des collations,0,food meal
849,rideaux,Noun,16,Sommaire construction,0,home house
850,cushion_2,Noun,18,Meubles de construction,0,
851,Couper,Noun,77,Santé Conditions médicales,0,clinic health hospital medical
852,couper et coller,Noun,15,Making Art,0,
853,"Cycle _, _ à",Verb,103,sport,0,sport
854,cycle_helmet,Noun,32,vêtements de sport,0,sport
855,cymbals_hand,Noun,86,Instrument de musique,0,instrument music
856,ré,Noun,1,Alphabet,0,alphabet letter
857,d _-_ lower_case,Noun,1,Alphabet,0,alphabet letter
858,dad_parent,Noun,93,People Relationship,0,family relationship relatives
859,jonquille,Noun,94,Plantes et les arbres,0,gardening plant
860,les produits laitiers,Noun,56,Dairy alimentaire,0,
861,Marguerite,Noun,94,Plantes et les arbres,0,gardening plant
862,une pâtisserie danoise,Noun,55,Et la cuisson des aliments Breads,0,
863,jeu de fléchettes,Noun,80,Jeux loisirs,0,games sport
864,Date,Noun,44,Temps descriptif,0,calendar diary season time
865,Rendez-vous,Noun,62,Fruit alimentaire,0,
866,fille,Noun,93,People Relationship,0,family relationship relatives
867,journée,Noun,44,Temps descriptif,0,calendar diary time
868,morte,Noun,43,descriptif État,0,
869,dead_plant,Noun,94,Plantes et les arbres,0,
870,"decorate_cake _, _ à",VerbComplex,64,Nourriture actions cuisine,0,cooking
871,"decorate_tree _, _ à",VerbComplex,27,Réjouissances,0,celebration Christian
872,Profond,Noun,41,Quantité descriptive,0,abstract adjective position
873,friteuse,Noun,65,Cuillères de cuisine articles,0,
874,cerf,Noun,10,Mammifère,0,animal wild
875,delicious_drink,Noun,59,Alimentation alimentaire et manger,0,
876,nourriture délicieuse,Noun,59,Alimentation alimentaire et manger,0,
877,delivery_person_1a,Noun,92,personnes Profession,0,job people profession work
878,delivery_person_1b,Noun,92,personnes Profession,0,job people profession work
879,delivery_person_2a,Noun,92,personnes Profession,0,job people profession work
880,delivery_person_2b,Noun,92,personnes Profession,0,job people profession work
881,delivery_trolley,Noun,107,Outillage,0,
882,fil dentaire,Noun,76,articles Santé Toilettage,0,grooming
883,dentist_1a,Noun,92,personnes Profession,0,job people profession work
884,dentist_1b,Noun,92,personnes Profession,0,job people profession work
885,dentist_2a,Noun,92,personnes Profession,0,job people profession work
886,dentist_2b,Noun,92,personnes Profession,0,job people profession work
887,déodorant,Noun,76,articles Santé Toilettage,0,grooming
888,spray déodorant,Noun,76,articles Santé Toilettage,0,grooming
889,desiring_lady,Noun,91,Les gens sentiments,0,emotion expression face feeling people woman
890,desiring_man,Noun,91,Les gens sentiments,0,emotion expression face feeling people
891,bureau,Noun,18,Meubles de construction,0,home house
892,dessert,Noun,71,Bonbons alimentaires et desserts,0,
893,dessert_menu,Noun,66,Repas des aliments et des collations,0,
894,diamant,Noun,42,Forme descriptive,0,
895,"dés _, _ à",Verb,64,Nourriture actions cuisine,0,cooking
896,dictionnaire,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
897,dining_table,Noun,18,Meubles de construction,0,
898,dîner,Noun,59,Alimentation alimentaire et manger,0,
899,dinner_2_people,Noun,59,Alimentation alimentaire et manger,0,celebration
900,dinner_3_people,Noun,59,Alimentation alimentaire et manger,0,celebration
901,dinner_cold,Noun,66,Repas des aliments et des collations,0,
902,dinner_hot,Noun,59,Alimentation alimentaire et manger,0,
903,dinner_lady_1a,Noun,92,personnes Profession,0,job people profession work
904,dinner_lady_1b,Noun,92,personnes Profession,0,job people profession work
905,l'heure du dîner,Noun,44,Temps descriptif,0,calendar diary time
906,dinner_time_1,Noun,44,Temps descriptif,0,calendar diary time
907,dinosaure,Noun,83,Jouets loisirs,0,play toys
908,"dip_food _, _ à",VerbComplex,64,Nourriture actions cuisine,0,
909,sale,Noun,43,descriptif État,0,
910,vaisselle sale,Noun,65,Cuillères de cuisine articles,0,cooking
911,disabled_sign,Noun,35,Signes communication,0,communication
912,disabled_toilet,Noun,22,bâtiment public,0,communication
913,disgusted_lady,Noun,91,Les gens sentiments,0,emotion expression face feeling people woman
914,disgusted_man,Noun,91,Les gens sentiments,0,emotion expression face feeling people
915,plat,Noun,65,Cuillères de cuisine articles,0,cooking kitchen
916,torchon,Noun,65,Cuillères de cuisine articles,0,cooking feeding kitchen
917,dish_partitioned,Noun,59,Alimentation alimentaire et manger,0,feeding
918,vaisselle,Noun,65,Cuillères de cuisine articles,0,cooking
919,Lave-vaisselle,Noun,17,Domestiques du bâtiment et appareils,0,home house
920,dishwasher_powder,Noun,16,Sommaire construction,0,home house
921,"dive_2 _, _ à",Verb,103,sport,0,sport
922,diviser,Noun,88,nombre d'activités,0,
923,doctor_1a,Noun,92,personnes Profession,0,job people profession work
924,doctor_1b,Noun,92,personnes Profession,0,job people profession work
925,doctor_2a,Noun,92,personnes Profession,0,job people profession work
926,doctor_2b,Noun,92,personnes Profession,0,job people profession work
927,chien,Noun,10,Mammifère,0,animal pet
928,dog_basket,Noun,9,Habitat animal,0,animal
929,Lit pour chien,Noun,9,Habitat animal,0,animal
930,dog_biscuits,Noun,2,Alimentation animale Activité,0,animal
931,dog_chew,Noun,2,Alimentation animale Activité,0,animal
932,dog_coat,Noun,3,Toilettage pour animaux Activité,0,animal
933,nourriture pour chien,Noun,2,Alimentation animale Activité,0,animal
934,chenil chien,Noun,9,Habitat animal,0,animal pet
935,doidy_cup,Noun,59,Alimentation alimentaire et manger,0,feeding
936,poupée,Noun,83,Jouets loisirs,0,play toys
937,dauphin,Noun,8,Poissons animaux et mammifères marins,0,animal mammal wild zoo
938,âne,Noun,10,Mammifère,0,animal mammal
939,porte,Noun,26,Structure de bâtiment,0,home house
940,door_2,Noun,26,Structure de bâtiment,0,
941,Lit double,Noun,18,Meubles de construction,0,
942,Donut,Noun,55,Et la cuisson des aliments Breads,0,cake food
943,Colombe,Noun,5,Oiseaux animaux,0,bird celebration Christian Easter
944,vers le bas,Noun,39,Direction descriptive,0,direction position
945,Télécharger,Noun,36,Icône d'ordinateur,0,
946,libellule,Noun,13,Araignées et les insectes des animaux,0,insect
947,draining_board,Noun,18,Meubles de construction,0,home house
948,drame,Noun,116,Sujets de travail et de l'école,0,class school
949,cours de théâtre,Noun,117,Les travaux et le calendrier scolaire,0,class school
950,tiroir,Noun,18,Meubles de construction,0,home house
951,punaise,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
952,robe,Noun,30,vêtements général,0,clothes
953,la commode,Noun,18,Meubles de construction,0,home house
954,dressing_gown,Noun,30,vêtements général,0,clothes sleepwear
955,mettre la table,Noun,18,Meubles de construction,0,home house
956,"dribble_football _, _ à",Verb,103,sport,0,
957,drill_bit,Noun,107,Outillage,0,DIY tools workshop
958,drill_electric,Noun,107,Outillage,0,DIY tools workshop
959,boisson,Noun,48,Type de boisson,0,
960,"boire _, _ à",Verb,45,Actions Drink,0,grooming
961,drink_cold,Noun,47,boisson description de,0,
962,drink_cold_2,Noun,47,boisson description de,0,
963,drink_consistency_firm_spoon,Noun,59,Alimentation alimentaire et manger,0,feeding
964,drink_consistency_honey_cup,Noun,59,Alimentation alimentaire et manger,0,feeding
965,drink_consistency_juice_straw,Noun,59,Alimentation alimentaire et manger,0,feeding
966,drink_hot,Noun,47,boisson description de,0,
967,drink_hot_2,Noun,47,boisson description de,0,
968,drink_large,Noun,46,Conteneurs et mesures boire,0,drink
969,drink_medium,Noun,46,Conteneurs et mesures boire,0,drink
970,drink_small,Noun,46,Conteneurs et mesures boire,0,drink
971,boissons,Noun,47,boisson description de,0,
972,dropper_pipette,Noun,100,Science,0,
973,tambour,Noun,86,Instrument de musique,0,instrument music
974,pilons,Noun,83,Jouets loisirs,0,
975,sec,Noun,43,descriptif État,0,
976,"dry_face _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
977,"dry_hair _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
978,"dry_hair_2 _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
979,"dry_hands _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
980,"dry_hands_2 _, _ à",VerbComplex,75,Santé activités Toilettage,0,electric grooming
981,canard,Noun,5,Oiseaux animaux,0,animal bird pet wild
982,dumper_truck,Noun,110,Transport routier,0,transport travel vehicle
983,"poussière _, _ à",Verb,20,tâches de construction ménagers,0,action
984,Lecteur de DVD,Noun,51,médias électrique,0,electric
985,DVD_player_portable,Noun,51,médias électrique,0,electric
986,dysphagia_cup,Noun,59,Alimentation alimentaire et manger,0,feeding
987,dysphagia_cup_2,Noun,59,Alimentation alimentaire et manger,0,feeding
988,dysphagia_cup_3,Noun,59,Alimentation alimentaire et manger,0,feeding
989,E,Noun,1,Alphabet,0,alphabet letter
990,e _-_ lower_case,Noun,1,Alphabet,0,alphabet letter
991,oreille,Noun,74,Les parties du corps Santé,0,body
992,cache-oreilles,Noun,30,vêtements général,0,clothes
993,des boucles d'oreilles,Noun,31,vêtements Bijoux,0,clothes jewellery
994,Terre,Noun,101,science Astronomie,0,astronomy planets
995,Croûte terrestre,Noun,100,Science,0,
996,Earth_inner_core,Noun,100,Science,0,
997,Earth_mantle,Noun,100,Science,0,
998,Earth_outer_core,Noun,100,Science,0,
999,L'atmosphère terrestre,Noun,101,science Astronomie,0,astronomy planets
1000,ver de terre,Noun,11,Animal Autre Invertébrés,0,insect
1001,perce-oreille,Noun,13,Araignées et les insectes des animaux,0,insect
1002,est,Noun,39,Direction descriptive,0,direction position
1003,Œuf de Pâques,Noun,28,célébration article,0,celebration Christian Easter food
1004,Chasse aux oeufs de Pâques,Noun,27,Réjouissances,0,celebration Christian Easter
1005,Oeuf,Noun,58,oeufs nourriture,0,diary food
1006,egg_boiled,Noun,58,oeufs nourriture,0,diary food meal
1007,coquetier,Noun,65,Cuillères de cuisine articles,0,cooking feeding kitchen
1008,egg_fried,Noun,58,oeufs nourriture,0,diary food meal
1009,egg_on_toast,Noun,58,oeufs nourriture,0,diary food meal
1010,blanc d'oeuf,Noun,58,oeufs nourriture,0,
1011,jaune d'œuf,Noun,58,oeufs nourriture,0,
1012,des œufs,Noun,58,oeufs nourriture,0,diary food
1013,eggs_scrambled,Noun,58,oeufs nourriture,0,diary food meal
1014,huit,Noun,87,Nombre,0,
1015,eight_dots,Noun,87,Nombre,0,
1016,dix-huit,Noun,87,Nombre,0,
1017,huitième,Noun,41,Quantité descriptive,0,amount fraction
1018,quatre-vingts,Noun,87,Nombre,0,
1019,Soit,Noun,41,Quantité descriptive,0,abstract direction position
1020,coude,Noun,74,Les parties du corps Santé,0,
1021,elearning,Noun,49,électrique informatique,0,
1022,l'éléphant,Noun,10,Mammifère,0,animal mammal wild zoo
1023,Onze,Noun,87,Nombre,0,
1024,elfe,Noun,28,célébration article,0,celebration
1025,emagazine,Noun,49,électrique informatique,0,
1026,email,Noun,36,Icône d'ordinateur,0,
1027,pièce jointe,Noun,36,Icône d'ordinateur,0,
1028,"email_send _, _ à",VerbComplex,36,Icône d'ordinateur,0,
1029,emery_board,Noun,76,articles Santé Toilettage,0,grooming
1030,vide,Noun,41,Quantité descriptive,0,abstract adjective
1031,energy_monitor,Noun,50,électrique général,0,
1032,moteur,Noun,110,Transport routier,0,transport travel vehicle
1033,Anglais,Noun,116,Sujets de travail et de l'école,0,class school
1034,cours d'anglais,Noun,117,Les travaux et le calendrier scolaire,0,class school
1035,assez,Noun,41,Quantité descriptive,0,abstract adjective
1036,"entrer _, _ à",Verb,39,Direction descriptive,0,
1037,"enter_door _, _ à",VerbComplex,89,personnes Actions,0,
1038,enveloppe,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
1039,escalier mécanique,Noun,26,Structure de bâtiment,0,home house
1040,même,Noun,42,Forme descriptive,0,abstract adjective
1041,chaque,Noun,41,Quantité descriptive,0,amount
1042,excited_lady,Noun,91,Les gens sentiments,0,emotion expression face feeling people woman
1043,excited_man,Noun,91,Les gens sentiments,0,emotion expression face feeling people
1044,"exercice _, _ à",Verb,103,sport,0,class school
1045,"sortie _, _ à",Verb,39,Direction descriptive,0,
1046,"exit_door _, _ à",VerbComplex,89,personnes Actions,0,
1047,extension_lead,Noun,50,électrique général,0,
1048,supplémentaire,Noun,41,Quantité descriptive,0,abstract adjective
1049,extra_2,Noun,41,Quantité descriptive,0,abstract adjective
1050,extra large,Noun,41,Quantité descriptive,0,abstract adjective
1051,œil,Noun,74,Les parties du corps Santé,0,
1052,eye_drops,Noun,78,Santé Produits médicaux,0,clinic health hospital medical
1053,le fard à paupières,Noun,76,articles Santé Toilettage,0,grooming
1054,sourcil,Noun,74,Les parties du corps Santé,0,
1055,eyebrow_bushy,Noun,74,Les parties du corps Santé,0,
1056,eyebrow_pencil,Noun,76,articles Santé Toilettage,0,grooming
1057,cil,Noun,74,Les parties du corps Santé,0,
1058,recourbe-cils,Noun,76,articles Santé Toilettage,0,grooming
1059,yeux,Noun,74,Les parties du corps Santé,0,
1060,eyes_blue,Noun,74,Les parties du corps Santé,0,
1061,yeux marrons,Noun,74,Les parties du corps Santé,0,
1062,yeux fermés,Noun,90,personnes descriptif,0,
1063,yeux verts,Noun,74,Les parties du corps Santé,0,
1064,F,Noun,1,Alphabet,0,alphabet letter
1065,f _-_ lower_case,Noun,1,Alphabet,0,alphabet letter
1066,en tissu,Noun,100,Science,0,
1067,face_neutral_3,Noun,91,Les gens sentiments,0,grooming
1068,Fée,Noun,28,célébration article,0,celebration
1069,famille,Noun,93,People Relationship,0,celebration
1070,family_2,Noun,93,People Relationship,0,family relationship relatives
1071,fantaisie,Noun,43,descriptif État,0,
1072,crocs,Noun,7,Caractéristiques des animaux,0,animal
1073,farmer_1a,Noun,92,personnes Profession,0,job people profession work
1074,farmer_1b,Noun,92,personnes Profession,0,job people profession work
1075,farmer_2a,Noun,92,personnes Profession,0,job people profession work
1076,farmer_2b,Noun,92,personnes Profession,0,job people profession work
1077,fast_2,Noun,41,Quantité descriptive,0,
1078,graisse,Noun,90,personnes descriptif,0,features people size
1079,Père Noël,Noun,28,célébration article,0,celebration Christian
1080,Father_Christmas_sack,Noun,28,célébration article,0,celebration Christian
1081,graisses,Noun,57,régime alimentaire,0,
1082,fats_high,Noun,57,régime alimentaire,0,
1083,fats_low,Noun,57,régime alimentaire,0,
1084,préféré,Noun,41,Quantité descriptive,0,abstract adjective position
1085,fax_machine,Noun,50,électrique général,0,
1086,plume,Noun,7,Caractéristiques des animaux,0,animal bird
1087,features_facial,Noun,74,Les parties du corps Santé,0,
1088,"feed_cat _, _ à",VerbComplex,2,Alimentation animale Activité,0,action
1089,"feed_dog _, _ à",VerbComplex,2,Alimentation animale Activité,0,action
1090,pieds,Noun,74,Les parties du corps Santé,0,body
1091,felt_tips,Noun,115,Travail et de la papeterie scolaire,0,class office school stationery
1092,female_body,Noun,74,Les parties du corps Santé,1,
1093,female_side,Noun,91,Les gens sentiments,0,
1094,fenouil,Noun,73,Légumes et salades alimentaires,0,
1095,furet,Noun,10,Mammifère,0,animal pet
1096,traversier,Noun,112,Transport par eau,0,transport travel
1097,fibre_optic_lamp,Noun,83,Jouets loisirs,0,communication
1098,champ,Noun,19,Jardin Construction et ferme,0,animal
1099,quinze,Noun,87,Nombre,0,
1100,cinquante,Noun,87,Nombre,0,
1101,cinquante pourcent,Noun,41,Quantité descriptive,0,amount percent
1102,figure,Noun,62,Fruit alimentaire,0,
1103,fichier,Noun,107,Outillage,0,DIY tools workshop
1104,"file_nails _, _ à",VerbComplex,75,Santé activités Toilettage,0,grooming
1105,filing_cabinet,Noun,18,Meubles de construction,0,
1106,papier filtre,Noun,100,Science,0,
1107,ailette,Noun,7,Caractéristiques des animaux,0,animal
1108,doigt,Noun,74,Les parties du corps Santé,0,body
1109,peinturer avec les doigts,Noun,15,Making Art,0,
1110,finger_puppet,Noun,83,Jouets loisirs,0,play toys
1111,ongle de main,Noun,74,Les parties du corps Santé,0,body
1112,ongles,Noun,74,Les parties du corps Santé,0,
1113,des doigts,Noun,74,Les parties du corps Santé,0,
1114,terminer,Noun,39,Direction descriptive,0,abstract adjective position
1115,sapin,Noun,94,Plantes et les arbres,0,gardening plant
1116,Feu,Noun,43,descriptif État,0,abstract
1117,camion de pompier,Noun,110,Transport routier,0,transport travel vehicle
1118,fire_helmet,Noun,30,vêtements général,0,equipment uniform
1119,fire_hose,Noun,107,Outillage,0,equipment
1120,cheminée,Noun,26,Structure de bâtiment,0,home house
1121,feux d'artifice,Noun,28,célébration article,0,celebration
1122,fireworks_2,Noun,28,célébration article,0,celebration
1123,premier,Noun,40,Position descriptive,0,direction position
1124,first_2,Noun,40,Position descriptive,0,
1125,boîte de premiers secours,Noun,78,Santé Produits médicaux,0,clinic health hospital medical
1126,première base,Noun,104,Sport Accessoires,0,
1127,poisson,Noun,8,Poissons animaux et mammifères marins,0,food
1128,"poissons _, _ à",Verb,103,sport,0,sport
1129,poisson et frites,Noun,66,Repas des aliments et des collations,0,
1130,fish_battered,Noun,66,Repas des aliments et des collations,0,food meal
1131,fish_burger,Noun,66,Repas des aliments et des collations,0,food meal
1132,fish_deep_fried,Noun,66,Repas des aliments et des collations,0,
1133,la nourriture pour poissons,Noun,2,Alimentation animale Activité,0,animal
1134,fish_koi_carp,Noun,8,Poissons animaux et mammifères marins,0,animal pet
1135,aquarium,Noun,9,Habitat animal,0,animal
1136,fish_tropical,Noun,8,Poissons animaux et mammifères marins,0,animal pet
1137,poing,Noun,74,Les parties du corps Santé,0,body
1138,cinq,Noun,87,Nombre,0,
1139,five_dots,Noun,87,Nombre,0,
1140,flag_Aboriginal_Peoples,Noun,37,Drapeaux des pays,0,flag
1141,flag_Abu_Dhabi _-_ Emirats Arabes Unis,Noun,37,Drapeaux des pays,0,flag
1142,flag_Afghanistan,Noun,37,Drapeaux des pays,0,
1143,flag_African_Union,Noun,37,Drapeaux des pays,0,
1144,flag_Ajman_Dubia _-_ Emirats Arabes Unis,Noun,37,Drapeaux des pays,0,flag
1145,flag_Aland_Islands _-_ Finlande,Noun,37,Drapeaux des pays,0,flag
1146,flag_Alaska,Noun,37,Drapeaux des pays,0,flag
1147,flag_Albania,Noun,37,Drapeaux des pays,0,
1148,flag_Alderney,Noun,37,Drapeaux des pays,0,
1149,flag_Algeria,Noun,37,Drapeaux des pays,0,flag
1150,flag_American_Samoa,Noun,37,Drapeaux des pays,0,
1151,flag_Andorra,Noun,37,Drapeaux des pays,0,
1152,flag_Angola,Noun,37,Drapeaux des pays,0,flag
1153,flag_Anguilla,Noun,37,Drapeaux des pays,0,
1154,flag_Antartica,Noun,37,Drapeaux des pays,0,
1155,flag_Antigua_Barbuda,Noun,37,Drapeaux des pays,0,flag
1156,flag_Argentina,Noun,37,Drapeaux des pays,0,
1157,flag_Armenia,Noun,37,Drapeaux des pays,0,flag
1158,flag_Aruba,Noun,37,Drapeaux des pays,0,flag
1159,flag_Asean,Noun,37,Drapeaux des pays,0,flag
1160,flag_Austria,Noun,37,Drapeaux des pays,0,flag
1161,flag_Azerbaijan,Noun,37,Drapeaux des pays,0,flag
1162,flag_Bahrain,Noun,37,Drapeaux des pays,0,flag
1163,flag_Bangladesh,Noun,37,Drapeaux des pays,0,flag
1164,flag_Barbados,Noun,37,Drapeaux des pays,0,flag
1165,flag_Belarus,Noun,37,Drapeaux des pays,0,flag
1166,flag_Belgium,Noun,37,Drapeaux des pays,0,flag
1167,flag_Belize,Noun,37,Drapeaux des pays,0,
1168,flag_Benin,Noun,37,Drapeaux des pays,0,flag
1169,flag_Bermuda,Noun,37,Drapeaux des pays,0,
1170,flag_Bhutan,Noun,37,Drapeaux des pays,0,
1171,flag_blank,Noun,37,Drapeaux des pays,0,flag
1172,flag_Bolivia,Noun,37,Drapeaux des pays,0,
1173,flag_Bonaire_Dutch_Antillies,Noun,37,Drapeaux des pays,0,flag
1174,flag_Bosnia_Herzegovina,Noun,37,Drapeaux des pays,0,flag
1175,flag_Botswana,Noun,37,Drapeaux des pays,0,flag
1176,flag_Brazil,Noun,37,Drapeaux des pays,0,
1177,flag_Brunei,Noun,37,Drapeaux des pays,0,
1178,flag_Bulgaria,Noun,37,Drapeaux des pays,0,flag
1179,flag_Burkina_Faso,Noun,37,Drapeaux des pays,0,flag
1180,flag_Burundi,Noun,37,Drapeaux des pays,0,flag
1181,flag_Cambodia,Noun,37,Drapeaux des pays,0,
1182,flag_Cameroon,Noun,37,Drapeaux des pays,0,flag
1183,flag_Canada,Noun,37,Drapeaux des pays,0,flag
1184,flag_Canary_Islands,Noun,37,Drapeaux des pays,0,
1185,flag_Cape_Verde,Noun,37,Drapeaux des pays,0,flag
1186,flag_Caricom,Noun,37,Drapeaux des pays,0,flag
1187,flag_Cayman_Islands,Noun,37,Drapeaux des pays,0,
1188,flag_Central_African_Republic,Noun,37,Drapeaux des pays,0,flag
1189,flag_Chad,Noun,37,Drapeaux des pays,0,flag
1190,flag_Chile,Noun,37,Drapeaux des pays,0,flag
1191,flag_China,Noun,37,Drapeaux des pays,0,flag
1192,flag_Colombia,Noun,37,Drapeaux des pays,0,flag
1193,flag_Comoros,Noun,37,Drapeaux des pays,0,flag
1194,flag_Congo_Brazzaville,Noun,37,Drapeaux des pays,0,flag
1195,flag_Congo_Kinshasa,Noun,37,Drapeaux des pays,0,flag
1196,flag_Cook_Islands,Noun,37,Drapeaux des pays,0,
1197,flag_Costa_Rica,Noun,37,Drapeaux des pays,0,flag
1198,flag_Croatia,Noun,37,Drapeaux des pays,0,
1199,flag_Cuba,Noun,37,Drapeaux des pays,0,flag
1200,flag_Cyprus,Noun,37,Drapeaux des pays,0,flag
1201,flag_Denmark,Noun,37,Drapeaux des pays,0,flag
1202,flag_Djibouti,Noun,37,Drapeaux des pays,0,flag
1203,flag_Dominica,Noun,37,Drapeaux des pays,0,
1204,flag_Dominican_Republic,Noun,37,Drapeaux des pays,0,flag
1205,flag_Ecuador,Noun,37,Drapeaux des pays,0,
1206,flag_Egypt,Noun,37,Drapeaux des pays,0,
1207,flag_El_Salvador,Noun,37,Drapeaux des pays,0,
1208,flag_England,Noun,37,Drapeaux des pays,0,flag
1209,flag_Equatorial_Guinea,Noun,37,Drapeaux des pays,0,
1210,flag_Eritrea,Noun,37,Drapeaux des pays,0,flag
1211,flag_Estonia,Noun,37,Drapeaux des pays,0,flag
1212,flag_Ethiopia,Noun,37,Drapeaux des pays,0,flag
1213,flag_European_Union,Noun,37,Drapeaux des pays,0,flag
1214,flag_Falkland_Islands,Noun,37,Drapeaux des pays,0,
1215,flag_Fiji,Noun,37,Drapeaux des pays,0,
1216,flag_Finland,Noun,37,Drapeaux des pays,0,flag
1217,flag_france,Noun,37,Drapeaux des pays,0,flag
1218,flag_Fujairah _-_ Emirats Arabes Unis,Noun,37,Drapeaux des pays,0,flag
1219,flag_Gabon,Noun,37,Drapeaux des pays,0,flag
1220,flag_Georgia,Noun,37,Drapeaux des pays,0,flag
1221,flag_Germany,Noun,37,Drapeaux des pays,0,flag
1222,flag_Ghana,Noun,37,Drapeaux des pays,0,flag
1223,flag_Gibraltar,Noun,37,Drapeaux des pays,0,
1224,flag_Greece,Noun,37,Drapeaux des pays,0,flag
1225,flag_Greenland,Noun,37,Drapeaux des pays,0,flag
1226,flag_Grenada,Noun,37,Drapeaux des pays,0,
1227,flag_Guam,Noun,37,Drapeaux des pays,0,
1228,flag_Guernsey,Noun,37,Drapeaux des pays,0,
1229,flag_Guinea,Noun,37,Drapeaux des pays,0,
1230,flag_Guinea_Bissau,Noun,37,Drapeaux des pays,0,flag
1231,flag_Guyana,Noun,37,Drapeaux des pays,0,flag
1232,flag_Haiti,Noun,37,Drapeaux des pays,0,flag
